"code","habitat","suitability","season","majorimportance"
"MAM030509001","Wetlands (inland) - Alpine Wetlands (includes temporary waters from snowmelt)","Suitable",NA,NA
"MAM030509001","Wetlands (inland) - Permanent Inland Deltas","Suitable",NA,NA
"MAM030509001","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable",NA,NA
"MAM030509001","Wetlands (inland) - Shrub Dominated Wetlands","Suitable",NA,NA
"MAM030509001","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"MAM030509001","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"MAM030509001","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"MAM030509001","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"MAM030509001","Wetlands (inland) - Freshwater Springs and Oases","Suitable",NA,NA
"MAM030509001","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable",NA,NA
"MAM030509001","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Suitable",NA,NA
"MAM030509002","Artificial/Terrestrial - Rural Gardens","Suitable",NA,NA
"MAM030509002","Artificial/Terrestrial - Urban Areas","Suitable",NA,NA
"MAM030509002","Shrubland - Temperate","Suitable",NA,NA
"MAM030509002","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"MAM030509002","Grassland - Subtropical/Tropical Dry","Suitable",NA,NA
"MAM030509002","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable",NA,NA
"MAM030509002","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Suitable",NA,NA
"MAM030509003","Forest - Temperate","Suitable",NA,"Yes"
"MAM030509004","Forest - Boreal","Suitable",NA,NA
"MAM030509004","Forest - Temperate","Suitable",NA,NA
"MAM030509004","Artificial/Terrestrial - Urban Areas","Suitable",NA,NA
"MAM030509004","Artificial/Aquatic - Aquaculture Ponds","Suitable",NA,NA
"MAM030509004","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"MAM030509004","Wetlands (inland) - Permanent Inland Deltas","Suitable",NA,NA
"MAM030509004","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable",NA,NA
"MAM030509004","Wetlands (inland) - Shrub Dominated Wetlands","Suitable",NA,NA
"MAM030509004","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"MAM030509004","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"MAM030509004","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"MAM030509004","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"MAM030509004","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"MAM030509004","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable",NA,NA
"MAM030509004","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Suitable",NA,NA
"MAM030509005","Forest - Boreal","Suitable",NA,NA
"MAM030509005","Forest - Temperate","Suitable",NA,NA
"MAM030509005","Artificial/Terrestrial - Rural Gardens","Suitable",NA,NA
"MAM030509005","Artificial/Terrestrial - Urban Areas","Suitable",NA,NA
"MAM030509005","Forest - Subtropical/Tropical Dry","Suitable",NA,NA
"MAM030509005","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"MAM030509005","Grassland - Subtropical/Tropical Dry","Suitable",NA,NA
"MAM030509005","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable",NA,NA
"MAM030509005","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Suitable",NA,NA
"MAM030509005","Desert - Temperate","Suitable",NA,NA
"MAM030509005","Desert - Cold","Suitable",NA,NA
"MAM030509006","Forest - Temperate","Suitable",NA,NA
"MAM030509006","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable",NA,NA
"MAM030509007","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"MAM030509007","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"MAM030509007","Wetlands (inland) - Permanent Inland Deltas","Suitable",NA,NA
"MAM030509007","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable",NA,NA
"MAM030509007","Wetlands (inland) - Shrub Dominated Wetlands","Suitable",NA,NA
"MAM030509007","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"MAM030509007","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"MAM030509007","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable",NA,NA
"MAM030509007","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"MAM030509007","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable",NA,NA
"MAM030509007","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable",NA,NA
"MAM030509007","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Suitable",NA,NA
"MAM030509008","Forest - Temperate","Suitable",NA,NA
"MAM030509008","Artificial/Terrestrial - Pastureland","Marginal",NA,NA
"MAM030509008","Artificial/Terrestrial - Plantations","Marginal",NA,NA
"MAM030509008","Artificial/Terrestrial - Rural Gardens","Marginal",NA,NA
"MAM030509008","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"MAM030509008","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable",NA,NA
"MAM030509008","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Suitable",NA,NA
"MAM030509009","Forest - Boreal","Suitable","Breeding Season","Yes"
"MAM030509009","Forest - Temperate","Suitable","Breeding Season","Yes"
"MAM030509009","Artificial/Terrestrial - Rural Gardens","Marginal",NA,NA
"MAM030509009","Artificial/Terrestrial - Urban Areas","Marginal",NA,NA
"MAM030509009","Artificial/Aquatic - Aquaculture Ponds","Marginal",NA,NA
"MAM030509009","Shrubland - Temperate","Marginal","Resident",NA
"MAM030509009","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Breeding Season","Yes"
"MAM030509009","Wetlands (inland) - Permanent Inland Deltas","Suitable","Breeding Season","Yes"
"MAM030509009","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Breeding Season","Yes"
"MAM030509009","Wetlands (inland) - Shrub Dominated Wetlands","Suitable","Resident","Yes"
"MAM030509009","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Breeding Season","Yes"
"MAM030509009","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha)","Suitable","Breeding Season","Yes"
"MAM030509009","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Suitable","Breeding Season","Yes"
"MAM030509009","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha)","Suitable","Breeding Season","Yes"
"MAM030509009","Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha)","Suitable","Breeding Season","Yes"
"MAM030509009","Rocky areas (eg. inland cliffs, mountain peaks)","Marginal","Resident",NA
"MAM030509009","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable","Resident","Yes"
"MAM030509009","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Suitable","Resident","Yes"
"MAM030509009","Marine Neritic - Estuaries","Suitable",NA,NA
"MAM030509010","Artificial/Terrestrial - Arable Land","Suitable",NA,NA
"MAM030509010","Artificial/Terrestrial - Pastureland","Suitable",NA,NA
"MAM030509010","Artificial/Terrestrial - Plantations","Suitable",NA,NA
"MAM030509010","Artificial/Terrestrial - Rural Gardens","Suitable",NA,NA
"MAM030509010","Artificial/Terrestrial - Urban Areas","Suitable",NA,NA
"MAM030509010","Shrubland - Temperate","Suitable",NA,NA
"MAM030509010","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"MAM030509010","Grassland - Temperate","Suitable",NA,NA
"MAM030509010","Grassland - Subtropical/Tropical Dry","Suitable",NA,NA
"MAM030509010","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable",NA,NA
"MAM030509010","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Suitable",NA,NA
"MAM030509011","Forest - Temperate","Suitable",NA,NA
"MAM030509011","Artificial/Terrestrial - Rural Gardens","Suitable",NA,NA
"MAM030509011","Artificial/Terrestrial - Urban Areas","Suitable",NA,NA
"MAM030509011","Forest - Subtropical/Tropical Dry","Suitable",NA,NA
"MAM030509011","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"MAM030509011","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable",NA,NA
"MAM030509011","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Suitable",NA,NA
"MAM030509012","Forest - Temperate","Suitable",NA,NA
"MAM030509012","Artificial/Terrestrial - Arable Land","Marginal",NA,NA
"MAM030509012","Artificial/Terrestrial - Rural Gardens","Marginal",NA,NA
"MAM030509012","Artificial/Aquatic - Irrigated Land (includes irrigation channels)","Suitable",NA,NA
"MAM030509012","Shrubland - Temperate","Suitable",NA,NA
"MAM030509012","Shrubland - Subtropical/Tropical Dry","Suitable",NA,NA
"MAM030509012","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"MAM030509012","Grassland - Temperate","Suitable",NA,NA
"MAM030509012","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable",NA,NA
"MAM030509012","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Suitable",NA,NA
"MAM030509013","Forest - Boreal","Suitable","Resident","Yes"
"MAM030509013","Forest - Temperate","Suitable","Resident","Yes"
"MAM030509013","Artificial/Terrestrial - Arable Land","Marginal","Breeding Season",NA
"MAM030509013","Artificial/Terrestrial - Pastureland","Suitable","Breeding Season","Yes"
"MAM030509013","Artificial/Terrestrial - Plantations","Marginal","Breeding Season",NA
"MAM030509013","Artificial/Terrestrial - Rural Gardens","Suitable","Breeding Season","Yes"
"MAM030509013","Artificial/Terrestrial - Urban Areas","Marginal","Breeding Season",NA
"MAM030509013","Shrubland - Boreal","Suitable","Breeding Season","Yes"
"MAM030509013","Shrubland - Temperate","Suitable","Breeding Season","No"
"MAM030509013","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable","Breeding Season","Yes"
"MAM030509013","Grassland - Temperate","Suitable","Breeding Season","Yes"
"MAM030509013","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Breeding Season","Yes"
"MAM030509013","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable","Breeding Season","Yes"
"MAM030509013","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable","Non-Breeding Season","Yes"
"MAM030509013","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Suitable","Non-Breeding Season","Yes"
"MAM030509015","Artificial/Terrestrial - Rural Gardens","Suitable",NA,NA
"MAM030509015","Artificial/Terrestrial - Urban Areas","Suitable",NA,NA
"MAM030509015","Forest - Subtropical/Tropical Moist Montane","Suitable",NA,NA
"MAM030509015","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"MAM030509015","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable",NA,NA
"MAM030509015","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Suitable",NA,NA
"MAM030509016","Forest - Temperate","Suitable",NA,NA
"MAM030509016","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"MAM030601001","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable","Resident","Yes"
"MAM030601001","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Suitable","Resident",NA
"MAM030601001","Desert - Temperate","Suitable",NA,NA
"MAM030601002","Forest - Temperate","Suitable",NA,NA
"MAM030601002","Artificial/Terrestrial - Pastureland","Suitable",NA,NA
"MAM030601002","Artificial/Terrestrial - Rural Gardens","Suitable",NA,NA
"MAM030601002","Forest - Subtropical/Tropical Dry","Suitable",NA,NA
"MAM030601002","Forest - Subtropical/Tropical Moist Lowland","Suitable",NA,NA
"MAM030601002","Forest - Subtropical/Tropical Moist Montane","Suitable",NA,NA
"MAM030601002","Shrubland - Temperate","Suitable",NA,NA
"MAM030601002","Shrubland - Subtropical/Tropical Dry","Suitable",NA,NA
"MAM030601002","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"MAM030601002","Grassland - Temperate","Suitable",NA,NA
"MAM030601002","Caves and Subterranean Habitats (non-aquatic) - Caves","Suitable",NA,NA
"MAM030601002","Caves and Subterranean Habitats (non-aquatic) - Other Subterranean Habitats","Suitable",NA,NA
"MAM040101001","Forest - Temperate","Suitable",NA,"Yes"
"MAM040101001","Forest - Subtropical/Tropical Dry","Suitable",NA,"Yes"
"MAM040101001","Forest - Subtropical/Tropical Moist Lowland","Suitable",NA,"Yes"
"MAM040101001","Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level","Marginal",NA,NA
"MAM040101001","Forest - Subtropical/Tropical Swamp","Marginal",NA,NA
"MAM040101001","Forest - Subtropical/Tropical Moist Montane","Suitable",NA,"Yes"
"MAM040101001","Savanna - Dry","Suitable",NA,"Yes"
"MAM040101001","Savanna - Moist","Suitable",NA,"Yes"
"MAM040101001","Shrubland - Temperate","Suitable",NA,"Yes"
"MAM040101001","Shrubland - Subtropical/Tropical Dry","Suitable",NA,"Yes"
"MAM040101001","Shrubland - Subtropical/Tropical Moist","Suitable",NA,"Yes"
"MAM040101001","Shrubland - Subtropical/Tropical High Altitude","Suitable",NA,"Yes"
"MAM040101001","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,"Yes"
"MAM040101001","Grassland - Temperate","Suitable",NA,"Yes"
"MAM040101001","Grassland - Subtropical/Tropical Dry","Suitable",NA,"Yes"
"MAM040101001","Grassland - Subtropical/Tropical Seasonally Wet/Flooded","Suitable",NA,"Yes"
"MAM040101001","Grassland - Subtropical/Tropical High Altitude","Suitable",NA,"Yes"
"MAM040101001","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable",NA,"Yes"
"MAM040101001","Desert - Hot","Suitable",NA,"Yes"
"MAM040101001","Desert - Temperate","Suitable",NA,"Yes"
"MAM040102001","Forest - Subtropical/Tropical Dry","Suitable",NA,"Yes"
"MAM040102001","Savanna - Dry","Suitable",NA,"Yes"
"MAM040102001","Shrubland - Subtropical/Tropical Dry","Suitable",NA,"Yes"
"MAM040102001","Grassland - Temperate","Suitable",NA,"Yes"
"MAM040102001","Grassland - Subtropical/Tropical Dry","Suitable",NA,"Yes"
"MAM040102001","Desert - Hot","Suitable",NA,"Yes"
"MAM040102001","Desert - Temperate","Suitable",NA,"Yes"
"MAM040103001","Forest - Boreal","Suitable","Resident","Yes"
"MAM040103001","Forest - Temperate","Suitable","Resident","Yes"
"MAM040103001","Forest - Subtropical/Tropical Dry","Marginal","Resident",NA
"MAM040103001","Shrubland - Boreal","Suitable","Resident","Yes"
"MAM040103001","Shrubland - Temperate","Suitable","Resident","Yes"
"MAM040103001","Shrubland - Subtropical/Tropical Dry","Suitable","Resident",NA
"MAM040103001","Grassland - Temperate","Suitable","Resident",NA
"MAM040103001","Grassland - Subtropical/Tropical High Altitude","Suitable","Resident",NA
"MAM040103001","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable","Resident",NA
"MAM040103001","Desert - Temperate","Suitable","Resident",NA
"MAM040103001","Desert - Cold","Suitable","Resident",NA
"MAM040103002","Shrubland - Mediterranean-type Shrubby Vegetation","Unknown","Resident",NA
"MAM040104001","Other","Suitable","Resident","No"
"MAM040104001","Shrubland - Temperate","Suitable","Resident","Yes"
"MAM040104001","Grassland - Temperate","Suitable","Resident","Yes"
"MAM040104001","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable","Resident","Yes"
"MAM040104001","Desert - Temperate","Suitable","Resident","No"
"MAM040105001","Forest - Temperate","Suitable","Resident",NA
"MAM040105001","Forest - Subtropical/Tropical Dry","Suitable","Resident",NA
"MAM040105001","Forest - Subtropical/Tropical Swamp","Suitable","Resident",NA
"MAM040105001","Savanna - Dry","Suitable","Resident",NA
"MAM040105001","Shrubland - Temperate","Suitable","Resident",NA
"MAM040105001","Shrubland - Subtropical/Tropical Dry","Suitable","Resident",NA
"MAM040105001","Grassland - Temperate","Suitable","Resident",NA
"MAM040105001","Grassland - Subtropical/Tropical Dry","Suitable","Resident",NA
"MAM040105001","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable","Resident",NA
"MAM040105001","Wetlands (inland) - Shrub Dominated Wetlands","Suitable","Resident",NA
"MAM040105001","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable","Resident",NA
"MAM040105001","Wetlands (inland) - Freshwater Springs and Oases","Suitable","Resident",NA
"MAM040105001","Desert - Hot","Suitable","Resident",NA
"MAM040105001","Desert - Temperate","Suitable","Resident",NA
"MAM040105002","Forest - Temperate","Suitable","Resident","Yes"
"MAM040105002","Forest - Subtropical/Tropical Dry","Suitable","Resident","Yes"
"MAM040105002","Savanna - Dry","Suitable","Resident","Yes"
"MAM040105002","Savanna - Moist","Suitable","Resident","Yes"
"MAM040105002","Shrubland - Temperate","Suitable","Resident","Yes"
"MAM040105002","Shrubland - Subtropical/Tropical Dry","Suitable","Resident","Yes"
"MAM040105002","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable","Resident","Yes"
"MAM040105002","Grassland - Temperate","Suitable","Resident","Yes"
"MAM040105002","Grassland - Subtropical/Tropical Dry","Suitable","Resident","Yes"
"MAM040105002","Desert - Hot","Marginal","Resident",NA
"MAM040105002","Desert - Temperate","Suitable","Resident","Yes"
"MAM040105002","Desert - Cold","Marginal","Resident",NA
"MAM040201001","Forest - Temperate","Suitable",NA,NA
"MAM040201001","Artificial/Terrestrial - Plantations","Marginal",NA,NA
"MAM040201001","Artificial/Terrestrial - Rural Gardens","Marginal",NA,NA
"MAM040201001","Forest - Subtropical/Tropical Dry","Suitable",NA,NA
"MAM040201001","Forest - Subtropical/Tropical Moist Lowland","Marginal",NA,NA
"MAM040201001","Savanna - Dry","Suitable",NA,NA
"MAM040201001","Savanna - Moist","Marginal",NA,NA
"MAM040201001","Shrubland - Temperate","Suitable",NA,NA
"MAM040201001","Shrubland - Subtropical/Tropical Dry","Suitable",NA,NA
"MAM040201001","Shrubland - Subtropical/Tropical Moist","Suitable",NA,NA
"MAM040201001","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"MAM040201001","Rocky areas (eg. inland cliffs, mountain peaks)","Marginal",NA,NA
"MAM040301001","Forest - Subtropical/Tropical Moist Lowland","Marginal",NA,NA
"MAM040301001","Savanna - Dry","Suitable",NA,NA
"MAM040301001","Shrubland - Subtropical/Tropical Dry","Suitable",NA,NA
"MAM040301001","Shrubland - Mediterranean-type Shrubby Vegetation","Suitable",NA,NA
"MAM040301001","Grassland - Subtropical/Tropical Dry","Suitable",NA,NA
"MAM040301001","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls)","Suitable",NA,NA
"MAM040301001","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks","Suitable",NA,NA
"MAM040301001","Wetlands (inland) - Shrub Dominated Wetlands","Suitable",NA,NA
"MAM040301001","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"MAM040401001","Forest - Subarctic","Marginal",NA,NA
"MAM040401001","Forest - Subtropical/Tropical Dry","Marginal",NA,NA
"MAM040401001","Savanna - Dry","Suitable",NA,"Yes"
"MAM040401001","Shrubland - Temperate","Marginal",NA,NA
"MAM040401001","Shrubland - Mediterranean-type Shrubby Vegetation","Marginal",NA,NA
"MAM040401001","Grassland - Subarctic","Marginal",NA,NA
"MAM040401001","Grassland - Subtropical/Tropical Dry","Suitable",NA,"Yes"
"MAM040401001","Grassland - Subtropical/Tropical High Altitude","Marginal",NA,NA
"MAM040401001","Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha)","Marginal",NA,NA
"MAM040501001","Forest - Boreal","Suitable",NA,NA
"MAM040501001","Forest - Subarctic","Suitable",NA,NA
"MAM040501001","Forest - Temperate","Suitable",NA,NA
"MAM040501001","Artificial/Terrestrial - Pastureland","Suitable",NA,NA
"MAM040501001","Forest - Subtropical/Tropical Dry","Suitable",NA,NA
"MAM040501001","Shrubland - Subarctic","Suitable",NA,NA
"MAM040501001","Shrubland - Temperate","Suitable",NA,NA
"MAM040501001","Shrubland - Subtropical/Tropical Dry","Suitable",NA,NA
"MAM040501001","Grassland - Tundra","Suitable",NA,NA
"MAM040501001","Grassland - Subarctic","Suitable",NA,NA
"MAM040501001","Grassland - Temperate","Suitable",NA,NA
"MAM040501001","Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt)","Suitable",NA,NA
"MAM040501001","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,NA
"MAM040501001","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable",NA,NA
"MAM040501001","Desert - Hot","Suitable",NA,NA
"MAM040501001","Desert - Temperate","Suitable",NA,NA
"MAM040501002","Artificial/Terrestrial - Arable Land","Suitable",NA,"Yes"
"MAM040501002","Artificial/Terrestrial - Pastureland","Suitable",NA,"Yes"
"MAM040501002","Artificial/Terrestrial - Urban Areas","Marginal",NA,NA
"MAM040501002","Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest","Marginal",NA,NA
"MAM040501002","Forest - Subtropical/Tropical Dry","Suitable",NA,"Yes"
"MAM040501002","Savanna - Dry","Suitable",NA,"Yes"
"MAM040501002","Savanna - Moist","Suitable",NA,"Yes"
"MAM040501002","Shrubland - Subtropical/Tropical Dry","Suitable",NA,"Yes"
"MAM040501002","Grassland - Subtropical/Tropical Dry","Suitable",NA,"Yes"
"MAM040502001","Grassland - Tundra","Suitable",NA,NA
"MAM040503001","Forest - Temperate","Suitable","Resident","Yes"
"MAM040503001","Artificial/Terrestrial - Arable Land","Suitable","Resident","Yes"
"MAM040503001","Artificial/Terrestrial - Pastureland","Suitable","Resident","Yes"
"MAM040503001","Artificial/Terrestrial - Plantations","Marginal","Resident",NA
"MAM040503001","Artificial/Terrestrial - Rural Gardens","Suitable","Resident","Yes"
"MAM040503001","Artificial/Terrestrial - Urban Areas","Suitable","Resident","No"
"MAM040503001","Shrubland - Temperate","Suitable","Resident","Yes"
"MAM040503001","Grassland - Tundra","Suitable","Resident","Yes"
"MAM040503001","Grassland - Subarctic","Suitable","Resident","Yes"
"MAM040503001","Grassland - Temperate","Suitable","Resident","Yes"
"MAM040503001","Wetlands (inland) - Shrub Dominated Wetlands","Suitable","Resident","Yes"
"MAM040503001","Desert - Temperate","Suitable","Resident","Yes"
"MAM040503002","Shrubland - Temperate","Suitable",NA,"Yes"
"MAM040503002","Grassland - Temperate","Suitable",NA,"Yes"
"MAM040503002","Desert - Temperate","Suitable",NA,"Yes"
"MAM040601001","Forest - Boreal","Suitable",NA,"Yes"
"MAM040601001","Forest - Subarctic","Suitable",NA,"Yes"
"MAM040601001","Forest - Temperate","Suitable",NA,"Yes"
"MAM040601001","Artificial/Terrestrial - Arable Land","Marginal",NA,NA
"MAM040601001","Artificial/Terrestrial - Pastureland","Marginal",NA,NA
"MAM040601001","Artificial/Terrestrial - Plantations","Marginal",NA,NA
"MAM040601001","Shrubland - Subarctic","Suitable",NA,"Yes"
"MAM040601001","Shrubland - Boreal","Suitable",NA,"Yes"
"MAM040601001","Shrubland - Temperate","Suitable",NA,"Yes"
"MAM040601001","Shrubland - Subtropical/Tropical Dry","Suitable",NA,"Yes"
"MAM040601001","Shrubland - Subtropical/Tropical Moist","Suitable",NA,"No"
"MAM040601001","Grassland - Tundra","Suitable",NA,"Yes"
"MAM040601001","Grassland - Subarctic","Suitable",NA,"Yes"
"MAM040601001","Grassland - Temperate","Suitable",NA,"No"
"MAM040601001","Grassland - Subtropical/Tropical Dry","Suitable",NA,"No"
"MAM040601001","Wetlands (inland) - Shrub Dominated Wetlands","Suitable",NA,"Yes"
"MAM040601001","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands","Suitable",NA,"No"
"MAM040601001","Desert - Temperate","Suitable",NA,"No"
"MAM040601002","Marine Oceanic - Epipelagic (0-200m)","Suitable","Resident","Yes"
"MAM040601002","Forest - Boreal","Suitable","Breeding Season","No"
"MAM040601002","Marine Intertidal - Rocky Shoreline","Suitable","Resident","Yes"
"MAM040601002","Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc","Suitable","Resident","Yes"
"MAM040601002","Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches","Suitable","Resident","Yes"
"MAM040601002","Marine Intertidal - Mud Flats and Salt Flats","Suitable","Resident","Yes"
"MAM040601002","Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands","Suitable","Non-Breeding Season","Yes"
"MAM040601002","Marine Coastal/Supratidal - Coastal Sand Dunes","Suitable","Non-Breeding Season","No"
"MAM040601002","Other","Suitable","Resident","Yes"
"MAM040601002","Shrubland - Subarctic","Suitable","Non-Breeding Season","No"
"MAM040601002","Grassland - Tundra","Suitable","Non-Breeding Season","Yes"
"MAM040701001","Forest - Temperate","Suitable",NA,NA
"MAM040701001","Artificial/Terrestrial - Arable Land","Marginal",NA,NA
"MAM040701001","Artificial/Terrestrial - Pastureland","Suitable",NA,NA
"MAM040701001","Artificial/Terrestrial - Plantations","Marginal",NA,NA
"MAM040701001","Artificial/Terrestrial - Rural Gardens","Marginal",NA,NA
"MAM040701001","Artificial/Terrestrial - Urban Areas","Marginal",NA,NA
"MAM040701001","Shrubland - Temperate","Suitable",NA,NA
"MAM040701001","Grassland - Temperate","Suitable",NA,NA
"MAM040701001","Grassland - Subtropical/Tropical Dry","Suitable",NA,NA
"MAM040701002","Forest - Boreal","Suitable",NA,NA
"MAM040701002","Forest - Temperate","Suitable",NA,NA
"MAM040701002","Artificial/Terrestrial - Pastureland","Suitable",NA,NA
"MAM040701002","Artificial/Terrestrial - Rural Gardens","Suitable",NA,NA
"MAM040701002","Artificial/Terrestrial - Urban Areas","Suitable",NA,NA
"MAM040701002","Shrubland - Boreal","Suitable",NA,NA
"MAM040701002","Shrubland - Temperate","Suitable",NA,NA
"MAM040701002","Grassland - Temperate","Suitable",NA,NA
"MAM040701002","Grassland - Subtropical/Tropical Dry","Suitable",NA,NA
"MAM040701002","Desert - Cold","Suitable",NA,NA
"MAM040702001","Forest - Boreal","Suitable",NA,"Yes"
"MAM040702001","Forest - Subarctic","Suitable",NA,"Yes"
"MAM040702001","Shrubland - Subarctic","Suitable",NA,"Yes"
"MAM040702001","Shrubland - Boreal","Suitable",NA,"Yes"
"MAM040702001","Grassland - Tundra","Suitable",NA,"Yes"
"MAM040702001","Grassland - Subarctic","Suitable",NA,"Yes"
"MAM040702001","Rocky areas (eg. inland cliffs, mountain peaks)","Suitable",NA,"Yes"
"MAM040703001","Forest - Temperate","Suitable",NA,NA
"MAM040703001","Artificial/Terrestrial - Pastureland","Suitable",NA,NA
"MAM040703001","Artificial/Terrestrial - Rural Gardens","Suitable",NA,NA
"MAM040703001","Artificial/Terrestrial - Urban Areas","Suitable",NA,NA
