sppID;sppname;habitat;avoided_habitat;threats
M83;Genetta_genetta;The genet tends to prefer all types of wooded habitats (deciduous and evergreen), where it is often associated with rivers and brooks, but it is a generalist and can be found in other habitats where there is suitable prey. may occur even in small fragments of woodland in farmland or near villages, ). The common genet is not uncommonly found in proximity to people and human buildings (e.g. Admasu et al. 2004). It feeds mainly on small mammals, but will also take birds, other small vertebrates, insects, and fruit (Delibes and Gaubert in press).; It avoids open habitats, but. and usually is absent from rainforests, dense woodlands and woodland-moist savannah mosaics (e.g. miombo woodland in Angola) (Delibes and Gaubert in press;There are no major threats. They are occasionally eaten by people in some localities, and body parts are used for medicinal purposes while skins may be used for the manufacture of karosses in southern Africa (Delibes and Gaubert in press). In Europe, the genet used to be trapped for its fur (Delibes 1999). In Portugal genets are illegally killed in predator trapping for hunting management. On Ibiza, the genet is threatened by the loss and fragmentation of habitat caused by urbanization and infrastructure and tourism development. The ability of genets to live close to humans and their domestic animals could have implications for disease transmission (Admasu et al. 2004).
M231;Rupicapra_pyrenaica;"The species is found in alpine meadows, rocky areas, and the forested valleys and lower slopes in mountainous regions. This species generally stays above 1,800 meters in alpine meadows during the warmer months of the year (Nowak, 1983). These animals make altitudinal migrations from the forests in the valleys to the more open alpine meadows (Pedrotti and Lovari 1999). In late fall and winter they have been known to enter lands below 1,100 meters, while usually staying on steep slopes. In recent years some populations have started to permanently inhabit forest (Mitchell-Jones et al. 1999; Herrero pers. comm. 2006).";, and rarely if ever occur in forested areas (Nowak, 1983);"The threats to the species vary in different parts of its range. In Italy, subspecies ornata might be vulnerable to many factors because the total number is small, there are only three subpopulations, and genetic variability is very low (Shackleton 1997, S. Lovari pers. comm. 2006). Space and food competition with livestock, especially domestic caprins, seem to be the main limiting factors for ornata . Some poaching occurs, but does not seem to impair the viability of the chamois population in Abruzzo National Park. There are currently no problems with disease for the Italian subspecies (J. Herrero pers. comm. 2006). However, in France and Spain disease is currently the most important threat. Pestivirus appeared in the Pyrenean subspecies in c. 2004, and sarcoptic mange outbreaks periodically cause local declines in the Cantabrian subspecies (J. Herrero pers. comm. 2006). In Spain and the Pyrenees, chamois coexist with domestic livestock, but there do not appear to be problems with competition; indeed in the Pyrenees the presence of domestic livestock is considered to benefit the chamois, via maintenance of young and good quality forage, which increases the carrying capacity (J. Berducou pers. comm. 2006). Most Pyrenean and Cantabrian populations are hunted (with the exception of within National Parks). Chamois is a major game species in Spain and is important socially and economically as a source of rural livelihoods. Hunting is carefully managed and revenue from hunting is returned to the local community. In Spain, regional governments set quotas, and hunting is not at an unsustainable level (J. Herrero pers. comm. 2006). In France, hunting is essentially a recreational and non-profit leisure activity, and average annual quotas are under 10% of censused populations. This is sustainable, with only a few local exceptions (C. Berducou pers. comm. 2006)."
M203;Ovis_aries;In Europe, the species inhabits Mediterranean maquis (shrubland), rocky areas, and open coniferous forest and green oak forest. Mouflon are hunted for trophies and meat.; It is absent from dense woodland (Röhrs 1999).;Hunting is the most important threat, although competition and crossbreeding with domestic sheep are also threats (Shackleton 1997, S. Lovari pers. comm. 2006). However, these are not considered to endanger the species at present.
M37;Capra_pyrenaica;It occurs in rocky habitats. Even small rocky patches in arable farmland and on the coast may be used, although cliffs and screes interspersed with scrub or pine trees are the most typical habitats. It often lives in very close proximity to humans, and is a familiar and popular species. It disperses readily and can rapidly colonise new areas if appropriate habitat is available. It is an important trophy-hunting species, with some trophy prices exceeding EUR 2,000 (J. Herrero pers. comm. 2006). Hunting can be an important source of revenue to local communities in rural areas. The species can sometimes be an agricultural pest, causing damage to almond trees (J. Herrero pers. comm. 2006).;;"No threats are causing population or range declines at present - indeed the species is expanding. However, alteration and fragmentation of habitats (through agriculture, forestry, fires, and infrastructure development) may impact upon certain Capra pyrenaica populations, and competition with the introduced the aoudad (Ammotragus lervia) might become a conservation problem in the near future (Cabral et al. 2005, J. M. Pérez pers. comm. 2006). The aoudad was introduced during the 1970s in southeastern Spain, and recently an important range expansion of this exotic ungulate has been reported (Cassinello et al. 2004); competition between these two ungulate species can be expected. The impact of hunting (predominantly for trophies) has not been scientifically assessed (J. M. Pérez pers. comm. 2006), but the poaching of large dominant males might alter gene flow (J. Herrero pers. comm. 2006). However, hunting levels are broadly under control. Outbreaks of mange (Sarcoptes scabiei) occur sporadically and have caused at least one major population crash (Shackleton 1997, Palomo and Gisbert 2002). Wild goats are occasionally killed by accident during wild boar hunting-drives with dogs (J. Herrero pers. comm. 2006). Previously, the population was kept low by competition with domestic livestock, which restricted wild goats to marginal habitats. The causes of C. p. pyrenaica' s demise are unknown, but there are a number of hypotheses including competition for food with chamois, inbreeding depression, parasite infections from domestic livestock, climatic conditions, poaching, and low fertility due to plant secondary compounds (Shackleton 1997). The last remaining individual, a 13-year-old female, was killed by a falling tree."
M36;Capra_ibex;Alpine ibex typically inhabit open, rocky habitats at high altitude, above the tree line. Steep, south-facing slops with rugged topography and grassy vegetation are preferred. Below the tree line, at subalpine levels, ibex are only found in open, sunny woodland interspersed with rocky outcrops (Nievergelt and Zingg 1986, Pedrotti and Lovari 1999). Ibex feed on alpine grasses, herbaceous plants and shrubs (Pedrotti and Lovari 1999). This species is diurnal, but most active during the early morning and late afternoon. Living in montane pastures, they eat grasses and some woody plants. They migrate seasonally to different altitudes, spending the harsher winter months at medium elevations. The animals occur in maternal herds of 10-20 members, while males roam solitarily or in bachelor groups.  Females gestate for about 170 days, and usually carry one kid per pregnancy.  Females are sexually mature by 18 months, and males are mature at 2 years. The species lifespan is typically 10-14 years.;;Although the species is not considered threatened at present, there is concern regarding genetic diversity, the founder effect and minimum viable populations (Shackleton 1997, Maudet et al. 2002). Genetic variability in ibex populations is among the lowest reported from microsatellites in mammal species, and the Alpi Marittime–Mercantour population in particular has suffered from a severe genetic bottleneck associated with its reintroduction (Maudet et al. 2002). The ibex's distribution remains fragmented and many colonies are small and thus vulnerable to epizootics and stochastic events as well as inbreeding depression. Colonies with >60 individuals are believed to be viable as long as diseases (most importantly mange) do not affect them (Shackleton 1997, EMA Workshop 2006). Hybridization can be a threat where populations are small and sympatric with high densities of domestic goats, as is the case in Italy (Randi et al. 1990, Pedrotti and Lovari 1999). High densities of domestic goats and sheep may also have a negative impact on the ibex through parasite and disease transmission and resource competition (Shackleton 1997, J. Herrero pers. comm. 2006). Appropriate habitat for the species may be decreasing, as the abandonment of traditional agriculture means that high-altitude alpine meadows are reverting to forest through natural succession (EMA Workshop 2006). Human disturbance as a result of increased tourism and recreation is suspected to be a general threat to mountain ungulates (Shackleton 1997). Alpine ibex are legally hunted in some areas (e.g. Bulgaria, Switzerland, Austria, Slovenia), although hunting is completely prohibited in several range states (Shackleton 1997). Legal hunting is not considered a threat if it is properly planned and regulated, but poaching is a potential threat (Dupré et al. 2001).
M32;Capra_hircus_aegagrus;Agrimi inhabit mountainous areas, where there is a mixture of rocky outcrops or scree slopes and vegetation (shrubby maquis thickets or conifer forests). They tend to be found in relatively arid habitats, and are herbivorous, feeding on grasses, herbaceous plants and shrubs (Pedrotti and Lovari 1999).;;For the Cretan population, the greatest threat is hybridization with recently feral domestic goats that are common even within Samaria National Park. Other problems arise from increased road accessibility, which in turn increases tourism and poaching problems. In Majorca, hybridization with feral domestic goats is again the main threat (Palomo and Gisbert 2002).
M28;Bison_bonasus;"Optimal habitats for the European bison are deciduous and mixed forests, but the range should include about 20% of grassland habitats (meadows) (Pucek et al. 2004, K. Perzanowski pers. comm. 2006). In Białowieża Forest (Poland) they primarily forage in moist deciduous forests, and then in mixed coniferous forests (Krasińska et al. 1987, Krasiński and Krasińska 1994). Forest complexes with a mosaic-like forest type arrangement (such as Białowieża and Borecka Forests, Poland) are most favourable. In fresh deciduous forest, European bison find food throughout the vegetative season. In the Caucasus region, European bison prefer foothill forests; in summer, they feed on alpine meadows (Kazmin and Smirnov 1992, Kazmin et al. 1992). However, considerable plasticity of European bison with regard to food means they also forage in habitats where coniferous forests predominate (Krasiński et al. 1999). All European bison populations inhabit ranges that include open areas, such as mown meadows, deforested feeding glades covered with grass, clear cuts and young plantations up to 10 years old (Dzięciołowski 1991, Krasińska and Krasiński 1994, Krasiński et al. 1999). The attraction of open areas results from the fact that meadows and glades provide ungulates with much more food than the same area of the forest herb layer and food is more easily available there (Korochkina and Bunevich 1980, Kazmin et al. 1992). The species had an important role in the formation of the prehistoric European broad-leaf forest and forested steppe ecosystems (Pucek et al. 2004).";;"Habitat degradation and fragmentation due to agricultural activity, forest logging, and unlimited hunting and poaching were the primary reasons for the decrease and extinction of European bison populations. Pucek (1991) has summarised the history of their extinction. Among the primary reasons for the rapid decrease of the European bison population in Białowieża Primeval Forest at the beginning of 19th century was the over-population of deer species, and the drastic reduction of natural food resources for herbivores which resulted (Wróblewski 1927). During the period of World War I and the Russian Revolution of 1917, conflict and heavy poaching exacted a severe toll on remaining populations (Pucek et al. 2004). Conflict and political instability continues to be a threat to the species in the Caucasus, where reintroduced free-living herds have suffered very severe losses (leading to extinctions) in recent years (Pucek et al. 2004). Other current threats include lack of appropriate habitat, fragmentation of populations (and concomitant loss of genetic diversity), inbreeding depression, disease, hybridization, and poaching. There is little space for a large herbivore such as the European bison in Europe's contemporary ecosystems, especially in the west. The most significant limit for the enlargement of European bison populations is human population density; forestry and agricultural activity is not a limiting factor. Fragmentation and isolation of free-ranging (and captive) herds result in little or no exchange of genetic material. Small isolated populations quickly lose their genetic heterogeneity and are more vulnerable to extinction (Franklin 1980). As yet, the opportunity to reconstruct a more compact geographic range to facilitate migration of bison between herds does not exist. As a consequence of passing a dramatic bottleneck (the current population descends from just 12 founder animals), the gene pool is limited and animals are highly inbred. The average inbreeding coefficient is very high compared to other large mammals, and is equal to 44% in the Lowland line and 26% in the Lowland-Caucasian line for individuals with a full pedigree (Olech 1998). The negative effects of inbreeding, manifested in the decline in reproduction rate, are more strongly pronounced in the Lowland-Caucasian line than in the Lowland line (Olech 1987, 1989, 1998). Inbreeding exerts a harmful effect on skeleton growth, particularly in females (Kobryńczuk 1985), and possibly lowers the resistance of bison to disease and pathologies.Diseases appearing in European bison populations can bring serious threats to the whole species. It is not certain whether the species has always shown a weak resistance to disease or if immunity has declined, due to limited genetic heterogeneity. The most important disease affects the male reproductive organs and is manifested in the inflammation of the penis and prepuce, leading to diphtheroid-necrotic lesions, diagnosed as balanoposthitis. This disease was discovered at the beginning of the 1980s in Białowieża Forest (Kita et al. 1995, Piusiński et al. 1997, Jakob et al. 2000); although similar symptoms had been reported earlier (Korochkina and Kochko 1982) in Russia and Ukraine (Krasochko et al. 1997). Despite many years of study, its pathogenesis has not yet been elucidated. Other diseases that are potentially major threats to herds include foot-and-mouth disease Aphte epizooticae (to which the species is known to be sensitive) (Podgurniak 1967), and tuberculosis (Żórawski and Lipiec 1997, Welz et al. 2005) .A particular problem concerning the management of extant populations of European bison is the existence of hybrid herds, especially European × American bison hybrids living in the Caucasus. Two free-living hybrid herds have been established in the Caucasus Mountains, in close proximity to reintroduced free-living herds of the pure blood Lowland-Caucasian line. There are fears that all these animals will crossbreed, creating a mixture of various genotypes. According to Russian authors, the distances between herds are not so great, but the configuration of mountain ridges and valleys make it impossible for contact between them. There are also two small semi-free herds of European × American bison hybrids in Toksove Forest Park (St Petersburg) and the Mordovia Wildlife Reserve (Pucek et al. 2004). Finally, poaching as a result of administrative disorders and a failure to enforce nature conservancy law threatens free-living herds of European bison in many countries."
M233;Saiga_tatarica;Inhabits arid steppes and semi-deserts. Prefers clay soil open spaces covered with grass . A migratory species with widely separated summer (northern) and winter (southern) ranges. Lives in large herds, usually up to thousand individuals. Heat is at the beginning of winter when males defend harems of females. Gives birth in April-May to two, more seldom to one calf.;and avoids rugged terrain as well as sandy areas;"Uncontrolled illegal hunting for horns (male horns are exported for the traditional Chinese medicine trade) and meat since the break-up of the former USSR has led to the catastrophic fall in numbers. Selective hunting of young males and subsequent distortion of the sex ratio has affected reproduction: recent research shows that heavily skewed sex ratios are resulting in reproductive collapse (Milner-Gulland et al. 2003). A second significant threat is the destruction of key habitats and traditional migration routes. Agricultural abandonment is a problem in some areas; cattle grazing formerly maintained the grassy species but land abandonment allows another species (Stippa sp.) to encroach, which the saiga cannot eat. The recent increase in steppe fires is a further cause for concern. Severe winters can cause mass mortality."
M232;Rupicapra_rupicapra;Alpine chamois inhabit steep, rocky areas in the mountains, utilising a variety of habitats including alpine meadows, open rocky areas, mixed broadleaf woodland, and coniferous woodland (Pedrotti and Lovari 1999). They feed on grasses and herbs, and on the leaves of trees (Sägesser and Krapp 1986).;;Poaching and over-hunting may be a problem for the species in parts of its range, especially where it occurs outside protected areas and private hunting reserves (Shackleton 1997, Jurdíková 2000). Many of the less numerous subspecies (e.g. R. r. balcanica, R. r. cartusiana, and R. r. tatrica) are threatened by the deliberate introduction of subspecies from other geographic areas (especially R. r. rupicapra), leading to hybridisation and genetic swamping (Shackleton 1997). Human disturbance, particularly as a result of increased tourism and leisure activities in mountain areas, may also be a problem (Shackleton 1997, Jurdíková 2000). Competition with domestic livestock and introduced species such as the mouflon Ovis aries is a threat to the more vulnerable subspecies, although it is not considered to be a major problem for R. r. rupicapra. R. r. rupicapra does, however, suffer periodic outbreaks of sarcoptic mange, causing local population declines (Shackleton 1997). In 2006 a new disease, pestivirus, was first recorded in this subspecies (J. Herrero pers. comm. 2006). In general, habitat loss is not a major threat to the species, as much of its range falls within protected areas. However, habitat loss may be a problem in some areas (e.g. for subspecies balcanica in Albania) (Shackleton 1997). Because its population is very small indeed, subspecies cartusiana is susceptible to extinction as a result of stochastic demographic or environmental events (Shackleton 1997, S. Lovari pers. comm. 2006).
M39;Capreolus_pygargus;"Inhabits different types of deciduous and mixed forests and forest-steppes. In summer it is solitary whereas in winter it aggregates into groups of up to 20-30 individuals. During the seasonal nomadic period it forms herds of up to 500 individuals. Polygamous, but does not form harems. Heat usually occurs from mid-July to mid-September; during this period males are territorial. Young are born in May-June; females give birth to one or two calves (rarely up to four).";;There are no major threats to whole population. However, poaching might be a threat to the isolated population in the Cis-Caucasus.
M4;Alces_alces;Alces alces is found in a range of woodland habitats, both coniferous and broadleaved, from the tundra and taiga southwards through boreal to temperate zones. It tends to prefer damp, marshy habitats and areas in close proximity to water. It is also found in open country in the lowlands and mountains, including farmland, if there is forest nearby. It thrives in secondary growth, and its population expansion in Scandinavia has been linked to the replacement of natural taiga forest by secondary woodland after logging (Bauer and Nygrén 1999). It feeds on vegetative parts of trees, shrubs, dwarf shrubs, herbs, and aquatic plants, and is a pest of agriculture and forestry in at least parts of its range (Ruusila and Kojola in press). The species has seasonal movements in parts of its range, particularly in northern Europe.;;There are no major threats to this species at present. A wasting disease has been reported, and its causes remain poorly understood (Frank 2004), but it is not considered to be a serious problem for the species. Overexploitation caused significant population declines and range contractions in the 18th and 19th centuries, but since then populations have recovered (Ruusila and Kojola in press, Bauer and Nygrén 1999). In most European range states, populations are controlled to prevent damage to forestry and arable crops (Bauer and Nygrén 1999).
M38;Capreolus_capreolus;It occupies a wide variety of habitats, including deciduous, mixed or coniferous forests, moorland, pastures, arable land, and suburban areas with large gardens. It prefers landscapes with a mosaic of woodland and farmland (Stubbe 1999). Roe deer are well adapted to modern agricultural landscapes (Sempéré et al. 1996).;;The main threat in Europe is the increased mixing of various genetic stocks as a result of translocations. This may be a particular threat to genetically distinct peripheral populations, such as those in northern Portugal, the southern Italian Apennines, and Greece (Randi et al. 2004, Lorenzini and Lovari 2006). Molecular studies show that roe deer in central and southern Europe are mainly admixed (Lorenzini et al. 2002, Randi et al. 2004), indicating that human manipulation has greatly affected the natural genetic structure of populations. The small remaining population of C. c. italicus is also threatened by poaching and predation by feral dogs (Lorenzini et al. 2002)
M59;Dama_dama;A highly adaptable species that can survive in a wide range of habitats.;;There are no major threats to this species in Europe. In the species' native range outside Europe, hunting and habitat conversion for agriculture caused massive declines in the past, and habitat degradation continues to be a serious threat (Wemmer 1998).
M221;Rangifer_tarandus;It inhabits arctic and subarctic tundra, open montane habitats, and open woodland, where it feeds on lichens, mosses, grasses, and shoots and leaves of deciduous shrubs and trees (especially willow Salix spp. and birch Betula spp.). In North America it is a migratory species, making seasonal movements from the coast in summer to the interior in winter, but in Europe reindeer are more sedentary (Herre 1986).;;Poaching is a major threat in the Russian Federation (A. Tikhonov pers. comm. 2006). The causes of decline of the Novaya Zemlya subspecies pearsoni are not known (A. Tikhonov pers. comm. 2006). Loss of habitat in Finland (through logging) may pose problems, and there is increased disturbance to the species in some areas due to winter sporting activities. Hybridization with semidomesticated reindeer is a potential problem for some subspecies and subpopulations (H. Henttonen pers. comm. 2006, Ruusila and Kojola in press).
M41;Cervus_elaphus;It inhabits open deciduous woodland, upland moors and open mountainous areas (sometimes above the treeline), natural grasslands, pastures and meadows (Koubek and Zima 1999). In woodland, its diet consists mainly of shrub and tree shoots, but in other habitats it also consumes grasses, sedges and shrubs.;;The main threat is the intermixing of the various subspecies, including subspecies from North America (wapiti) and Asia, as well as hybridisation with sika deer Cervus nippon (Koubek and Zima 1999, EMA Workshop 2006). The introduction of animals from North America has also resulted in the spread of parasites and diseases to previously unaffected subpopulations (e.g. liver worms). Overhunting and habitat loss as a result of agricultural intensification and urbanisation are other pressures (Wemmer 1998), but they are not thought to pose a major threat to the species at present (EMA Workshop 2006).
M278;Sus_scrofa;It is found in a variety of temperate and tropical habitats. It prefers broadleaved forests and especially evergreen oak forests, but may also be found in more open habitats such as steppe, mediterranean shrubland, and farmland, so long as there is water and tree cover nearby (Spitz 1999). It has an omnivorous diet, consuming vegetable matter (e.g. beech mast, acorns, green plants, tubers), carrion, and live animal prey (earthworms, insect larvae, small vertebrates) (Herre 1986, Oliver 1993).;;There are no major threats to the species. It is considered a pest in parts of its range (Oliver 1993, Battersby 2005). Tuberculosis may be an issue in some areas, especially in managed populations. The disease does not kill the animals, but it is becoming increasingly prevalent (EMA Workshop 2006). Occasionally there are outbreaks of swine fever and African swine fever which cause local mortality, but populations recover rapidly (Oliver 1993). Habitat destruction, hunting (for food and sport), and persecution (often in reprisal for crop damage) may cause local declines in parts of the range (Oliver 1993).
M279;Tadarida_teniotis;It usually forages at 10-50 m above the ground over temperate to sub-desert habitats, although it also occurs humid habitats in some areas (e.g. Turkey: A. Altiparmak pers. comm. 2005) It feeds on aerial drifts of insects including moths and neuropterans. Summer and winter roosts: fissures and hollows in rock outcrops, quarries and cliffs. Common in some urban areas, roosts also in artificial structures, including bridges and buildings, and sometimes in the roof of high caves. The species is probably sedentary (Hutterer et al. 2005).;;It is negatively affected by disturbance and loss of roosts in buildings, and by use of pesticides. It is also potentially threatened by wind farms (European Mammal Assessment workshop 2006), and deforestation affects the species in some parts of its range (Z. Amr pers. comm. 2005). However, none of these are considered to be major threats at present.
M230;Rousettus_aegyptiacus;;;
M227;Rhinolophus_hipposideros;Forages close to ground within and along the edges of broadleaf deciduous woodland, riparian vegetation, Mediterranean and sub-Mediterranean shrubland. Feeds mainly on midges, moths and craneflies. Summer roosts (breeding colonies): natural and artificial underground sites in the southern part of the range, attics and buildings in the northern part. Winter: hibernates in underground sites (including cellars, small caves and burrows). Sedentary, winter and summer roosts usually within 5-10km (longest distance recorded 153 km: Heymer 1964 in Hutterer et al. 2005).;;Threats include disturbance and loss of underground habitats and attics (conversion of attics in human habitat), change of management regime of agricultural areas (loss of tree lines and hedgerows), and fragmentation and isolation of habitats.
M228;Rhinolophus_mehelyi;Forages in Mediterranean and dry sub-tropical shrubland and woodland, and in dry steppes. It feeds mainly on moths, but also preys on other insects. Summer roosts are in warm caves, often in karstic regions. Winter hibernacula are in colder underground sites (usually large caves with a constant microclimate). The species only roosts in caves and does not use artifical habitats. Sedentary (longest distance recorded 90km: Palmeirim and Rodrigues 1992).;;The species is affected by disturbance and loss of underground habitats, changes in foraging habitats, and destruction of caves by tourism.
M226;Rhinolophus_ferrumequinum;It forages in pastures, deciduous temperate woodland, Mediterranean and sub-mediterranean shrubland and woodland. Feeds on beetles and moths at low level in pastures and in trees (by aerial hawking or perch feeding).Summer roosts are located in warm natural and artificial underground sites, and attics in the northern part of the range. Where the species occupies buildings, it requires particular features of the building itself, as well as proximity to good foraging areas and underground sites for torpor at various times of year and for winter hibernation (Hutson et al. 2001). In winter it hibernates in cold underground sites (usually large caves). A sedentary species, distances of 20-30 km between winter and summer roosts are typical (longest distance recorded 180km: de Paz et al. 1986).;;The main threats are fragmentation and isolation of habitats, change of management regime of deciduous forests and agricultural areas, loss of insects due to pesticide use, and disturbance and loss of underground habitats and attics. In northwest Europe, habitat change is likely to have been amongst the major causes of declines, the conversion of woodland and small-field landscape to large-scale agricultural land being particularly damaging. While declines elsewhere, particularly in eastern Europe, may currently not be so marked, the loss of cultural landscapes in those countries as they move towards western-style economies may have significant effects in the near future. The use of pesticides has been a recognized threat to the insect food, particularly where these have been directed against the larvae of favoured food items, such as melolonthid beetles, larvae of noctuid moths or crane-flies. Favoured prey may be affected secondarily by pesticide use, such as the loss of dung fauna from the use of persistent anti-parasitic drugs (avermectins) on cattle. Populations in caves and other underground habitats have suffered from increased disturbance (e.g. by tourist visits), changes of use and the destruction of such sites. In buildings colonies may be affected by human intolerance, renovation work or the application of pesticides, such as some of those used for the remedial treatment of timbers (Hutson et al. 2001).
M224;Rhinolophus_blasii;In the Mediterranean region it typically forages in shrubland and woodland, although it may penetrate to desert habitat (Amr 2000). Summer roosts are situated in natural and artificial underground sites, with attics also being used in the northern part of the range. In winter, it hibernates in underground sites. This species is considered to be sedentary (Hutterer et al. 2005).;;Threats to the species include loss of Mediterranean woodlands, disturbance and loss of underground habitats, and destruction of roost sites (Kryštufek 1999). In a number of range states the species is disturbed by tourist visits to caves.
M225;Rhinolophus_euryale;It forages in Mediterranean and sub-Mediterranean shrubland and woodland, feeding on moths and other insects. In Italy, preferred foraging habitats are broadleaved woodland and riparian vegetation. Summer roosts are located in natural and artificial underground sites, as well as attics in some part of the range. In winter it hibernates in underground sites (usually large caves with a constant microclimate). It is a sedentary species (the longest recorded distance travelled by an individual is 134 km) (Heymer 1964 in Hutterer et al. 2005).;"; coniferous woodland is avoided, and shrubland is rarely used (Russo et al. 2002)";Threats include loss of foraging habitat, and disturbance and loss of underground habitats. On a landscape scale, fragmentation and loss of linear elements such as hedgerows and riparian vegetation is a problem because such elements are used for commuting. The species' strong dependence upon caves for roosting makes it particularly sensitive to cave disturbance, such as that from caving or tourism. Tourist disturbance of caves affects the species in a number of range states, including Italy, Iran and Turkey (M. Sharifi and A. Karatash pers. comm. 2005, D. Russo pers. comm. 2006). The use of organochlorine pesticides is believed to have contributed to the earlier dramatic decline of the species in France (Brosset et al. 1988).
M207;Pipistrellus_maderensis;It forages over a wide range of habitats, including aquatic habitats, woodland and farmland (Palomo and Gisbert 2002). It feeds on flying insects, including small moths and flies. Breeding colonies have been found in crevices in sea-cliffs and underneath the roofs of houses, as well as in bird boxes (Palomo and Gisbert 2002). Roost sites include rock crevices, bird boxes, and crevices in (often disused) buildings. It is often associated with human settlements.;;Loss of natural habitat may be a threat, although the species is apparently adapted to man-made habitats. The use of agricultural pesticides may be a problem, and disturbance to roosts in buildings may also be of concern.
M206;Pipistrellus_kuhlii;It forages over variety of habitats, including agricultural and urban areas (including around street lights). It feeds on small insects, including Diptera, Psocoptera, and Coleoptera. Summer maternity colonies are located in crevices in buildings. Winter sites include rock crevices and cellars. Kuhl’s pipistrelle is probably a sedentary species (Hutterer et al. 2005).;;No major threats are known.
M198;Nyctalus_noctula;It forages over wetland, woodland and pasture, feeding on larger moths, beetles and flies. Summer colonies are in tree holes, sometimes in buildings. Winter hibernacula are in rock crevices, caves, occasionally artificial structures. Maternity colonies number 20-50 females (occasionally up to 100), but winter groups in rock crevices, caves and artificial structures can be large, to 10,000 in one instance (Germany) (Harrje 1994, Mayer et al. 2002). Tree holes and bat boxes are also used as wintering sites. Seasonal migrations between breeding area and hibernation range which is situated in central and southwest Europe normally cover distances of less than 1,000 km. The longest recorded movement is 1,546 km (Hutterer et al. 2005).;;The species is affected by loss of tree roost holes in northeastern Europe. In Romania and Hungary colonies are being lost due to renovation of buildings and human disturbance in buildings. Local declines in the Netherlands were linked to loss of wetlands (Bogdanowicz 1999). These are not thought to be major threats to the species as a whole at present.
M197;Nyctalus_leisleri;It forages over woodland, pasture, and river valleys, where it feeds on flies (including mosquitos), moths and beetles. It is linked to old trees. Summer nursery roosts are located in tree holes, plus buildings and bat boxes. Nursery colonies usually number 20-50 females, occasionally up to 1,000 (e.g., in Ireland: Stebbings and Griffith 1986). In winter it hibernates mainly in tree holes, or occasionally in underground sites or buildings, often in large groups. Females migrate over distances up to 1,567 km (Ohlendorf et al. 2000).;;Threats include disturbance to and destruction of roosts in trees and buildings, and loss or degradation of foraging habitat. However, these are not thought to be major threats at present.
M196;Nyctalus_lasiopterus;It forages over mixed and deciduous forest and wooded river valleys (the latter especially on migration). It is highly dependent on mature forest. It is largely insectivorous, but is also reported to take small passerines in the southern part of the range during migration. In summer it roosts in hollow trees, and occasionally in buildings. Rock crevices may also be used as hibernacula in winter. It sometimes roosts with other species such as N. noctula. Nursery colonies are usually relatively small (up to 35 females). Females give birth to a single pup per litter. It is considered to be migratory in the north-east of its range, but there is very little data. Vagrants have been recorded well outside the normal range (Hutterer et al. 2005). Some areas in the western part of the range appear to be occupied exclusively by males, according to capture results. Its foraging range may be greater than 30 km in a single night.;;Little is known about potential threats, but loss of mature woodland and loss of or disturbance to roost sites (in old trees and buildings) may have a negative impact on the species. Some individuals were found dead in wind farms in Spain (J.T. Alcalde pers. comm. 2006), and all pups were found dead in 2005 at one of the two known colonies in Spain (located in a city park). The cause of these deaths was not known (J.T. Alcalde pers. comm. 2006).
M195;Nyctalus_azoreum;It forages over a variety of habitats on the islands, favouring natural and semi-natural habitats. But it frequently feeds around artificial lighting (e.g. streetlamps). Most maternity colonies are probably located in buildings, trees and rock crevices.;;Human persecution, and the destruction of roost sites, are likely to be the main threats (A. Rainho pers. comm. 2006). Habitat loss and degradation, use of pesticides, and the spread of exotic plant species may also have a detrimental effect on the species. It is suspected that the extreme scarcity of the species on Santa Maria is attributable to habitat loss and degradation. This species is particularly vulnerable to persecution because it flies during the day, making colonies obvious and easy to find (A. Rainho pers. comm. 2006).
M189;Myotis_punicus;This species forages in woodland and shrubland and roosts in underground sites, possibly also in buildings. Bats ringed in Malta were retrapped in Gozo, but there were no indications of longer distance movements (Hutterer et al. 2005).;;Human disturbance is a major threat, as colonies are located in touristic areas, in caves that are well known and popular. Changes in land management and agricultural pollution are also threats.
M187;Myotis_nattereri;It forages in woodland (including Mediterranean pine and oak forest: Amr 2000), shrubland and parkland, sometimes over water, pasture, and road verges. It occurs in humid areas, and in dry areas it is dependant on water bodies. Summer roosts are in hollow trees, buildings and occasionally underground sites. It hibernates in underground habitats (caves, cellars and mines). It is a sedentary species, movements between summer, autumn and winter roosts are up to 120 km (Masing et al. 1999 in Hutterer et al. 2005).;;The species is affected by loss of woodland and other changes in land management and development. Loss of or damage to roost sites in trees, buildings and underground habitats may also be a problem.
M186;Myotis_mystacinus;It inhabits forest, woodland edge and shrubland. Summer maternity roosts are typically sited in trees, buildings, and bird and bat boxes. It hibernates in small groups in underground sites (caves, mines, and cellars). It is an occasional migrant, with movements of up to 240 km recorded (Gerell 1999). Movements of up to 625 km have been described, although the longest distance covered by a bat with certain species identification is 165 km (Gaisler et al. 2003 in Hutterer et al. 2005).;;Although not major threats, the species is affected by loss of woodland and other aspects of land management and development. It is also affected by loss of and damage to roost sites in trees, buildings and underground habitats.
M215;Plecotus_sardus;It occurs in the most wooded areas parts of Sardinia, and roosts in natural caves. Two of the three known localities are situated in karstic areas, one locality lies near the sea coast (Mucedda et al. 2002). Artificial habitats are not used. It is a sedentary species.;;Roost disturbance (as a result of tourism) and habitat loss (caused by forestry management) are the main threats to the species.
